dataname	type	hierarchy_level	satellite_order	satellite_of	smallplanet_color	orbit_color	diameter_km	shape	mass_kg	gravity_at_surface	semi_major_axis	orbital_period_days	inclination_degrees	eccentricity	rotaton_period_days	discovered_year	athmospheric_surface_pressure_pa	athmospheric_nitrogen	athmospheric_oxygen	athmospheric_carbondioxide	athmospheric_helium	athmospheric_hydrogen	ground_coal	ground_ice	ground_iron	ground_fossil fuel	ground_silicium	ground_nuclear fuel	picture_ready	notes	copyright
s2004s13	moon	2	35	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	18056300	-905.85	167.379	0.075618751	-905.85	2004	0	0	0	0	0	0	0	0.052355283	0.32518009	0	0.843479254	0.624531926	NA	NA	NA
greip	moon	2	36	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	18065700	-906.56	172.666	0.037621614	-906.56	2006	0	0	0	0	0	0	0	0.053806697	0.737079338	0	0.53526004	0.841235326	NA	NA	NA
hyrrokkin	moon	2	37	saturn	50 50 50	50 50 50	8	sphere	388697247706422000	0.1654338490	18168300	-914.29	153.272	0.001012484	-914.29	2006	0	0	0	0	0	0	0	0.042519886	0.193604297	0	0.68913152	0.992213486	NA	NA	NA
jarnsaxa	moon	2	38	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	18556900	-943.78	162.861	0.032948067	-943.78	2006	0	0	0	0	0	0	0	0.03326077	0.683149691	0	0.763114432	0.467337609	NA	NA	NA
tarvos	moon	2	39	saturn	50 50 50	50 50 50	15	sphere	728807339449541000	0.0882313862	18562800	944.23	34.679	0.096337232	944.23	2000	0	0	0	0	0	0	0	0.051922172	0.123677519	0	0.884334461	0.98129325	NA	NA	NA
mundilfari	moon	2	40	saturn	50 50 50	50 50 50	7	sphere	340110091743119000	0.1890672561	18725800	-956.7	169.378	0.005657696	-956.7	2000	0	0	0	0	0	0	0	0.044044672	0.802622926	0	0.876808689	0.82010522	NA	NA	NA
s2006s1	moon	2	41	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	18930200	-972.41	154.232	0.012852076	-972.41	2006	0	0	0	0	0	0	0	0.056422195	0.073508749	0	0.509129971	0.140662401	NA	NA	NA
s2004s17	moon	2	42	saturn	50 50 50	50 50 50	4	sphere	194348623853211000	0.3308676981	19099200	-985.45	166.881	0.078054496	-985.45	2004	0	0	0	0	0	0	0	0.035467952	0.198790177	0	0.462627031	0.539566182	NA	NA	NA
bergelmir	moon	2	43	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	19104000	-985.83	157.384	0.079052739	-985.83	2004	0	0	0	0	0	0	0	0.057264659	0.548263385	0	0.329255483	0.939271241	NA	NA	NA
narvi	moon	2	44	saturn	50 50 50	50 50 50	7	sphere	340110091743119000	0.1890672561	19395200	-1008.45	137.292	0.070754593	-1008.45	2003	0	0	0	0	0	0	0	0.043365531	0.920281448	0	0.744755649	0.276438241	NA	NA	NA
suttungr	moon	2	45	saturn	50 50 50	50 50 50	7	sphere	340110091743119000	0.1890672561	19579000	-1022.82	174.321	0.09261869	-1022.82	2000	0	0	0	0	0	0	0	0.038230039	0.808098379	0	0.213036052	0.133496469	NA	NA	NA
hati	moon	2	46	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	19709300	-1033.05	163.131	0.028615112	-1033.05	2004	0	0	0	0	0	0	0	0.057319632	0.711539344	0	0.340521465	0.294198367	NA	NA	NA
s2004s12	moon	2	47	saturn	50 50 50	50 50 50	5	sphere	242935779816514000	0.2646941585	19905900	-1048.54	164.042	0.050870928	-1048.54	2004	0	0	0	0	0	0	0	0.030773427	0.306016129	0	0.790274076	0.831925075	NA	NA	NA
farbauti	moon	2	48	saturn	50 50 50	50 50 50	5	sphere	242935779816514000	0.2646941585	19984800	-1054.78	158.361	0.03065492	-1054.78	2004	0	0	0	0	0	0	0	0.04608679	0.34444028	0	0.044962498	0.923646502	NA	NA	NA
thrymr	moon	2	49	saturn	50 50 50	50 50 50	7	sphere	340110091743119000	0.1890672561	20278100	-1078.09	174.524	0.068234848	-1078.09	2000	0	0	0	0	0	0	0	0.041005666	0.223926676	0	0.64776345	0.642966197	NA	NA	NA
aegir	moon	2	50	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	20482900	-1094.46	167.425	0.056258702	-1094.46	2004	0	0	0	0	0	0	0	0.032997188	0.962981291	0	0.404178479	0.718926641	NA	NA	NA
s2007s3	moon	2	51	saturn	50 50 50	50 50 50	5	sphere	242935779816514000	0.2646941585	20518500	-1100	177.220	0.017299269	-1100	2007	0	0	0	0	0	0	0	0.034875351	0.924648683	0	0.372868017	0.371718207	NA	NA	NA
bestla	moon	2	52	saturn	50 50 50	50 50 50	7	sphere	340110091743119000	0.1890672561	20570000	-1101.45	147.395	0.015384527	-1101.45	2004	0	0	0	0	0	0	0	0.033047889	0.515206653	0	0.471575131	0.235113596	NA	NA	NA
s2004s7	moon	2	53	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	20576700	-1101.99	165.596	0.017714444	-1101.99	2004	0	0	0	0	0	0	0	0.054077617	0.594087024	0	0.763928122	0.038173976	NA	NA	NA
s2006s3	moon	2	54	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	21076300	-1142.37	150.817	0.059613818	-1142.37	2006	0	0	0	0	0	0	0	0.057692201	0.866093195	0	0.658341066	0.670187252	NA	NA	NA
fenrir	moon	2	55	saturn	50 50 50	50 50 50	4	sphere	194348623853211000	0.3308676981	21930644	-1212.53	162.832	0.018115782	-1212.53	2004	0	0	0	0	0	0	0	0.05148103	0.304868783	0	0.380141236	0.762185592	NA	NA	NA
surtur	moon	2	56	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	22288916	-1242.36	166.918	0.028796273	-1242.36	2006	0	0	0	0	0	0	0	0.052840769	0.439052897	0	0.722010939	0.395458477	NA	NA	NA
kari	moon	2	57	saturn	50 50 50	50 50 50	7	sphere	340110091743119000	0.1890672561	22321200	-1245.06	148.384	0.071293371	-1245.06	2006	0	0	0	0	0	0	0	0.043462831	0.460953188	0	0.049752038	0.851632104	NA	NA	NA
ymir	moon	2	58	saturn	50 50 50	50 50 50	18	sphere	874568807339450000	0.0735261551	22429673	-1254.15	172.143	0.029485986	-1254.15	2000	0	0	0	0	0	0	0	0.038088271	0.742538583	0	0.829516277	0.998280527	NA	NA	NA
loge	moon	2	59	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	22984322	-1300.95	166.539	0.026425125	-1300.95	2006	0	0	0	0	0	0	0	0.036820831	0.118796867	0	0.313518932	0.260040598	NA	NA	NA
fornjot	moon	2	60	saturn	50 50 50	50 50 50	6	sphere	291522935779817000	0.2205784654	24504879	-1432.16	167.886	0.021088048	-1432.16	2004	0	0	0	0	0	0	0	0.466562851	0.73921648	0	0.945176037	0.172557846	NA	NA	NA
uranus	gasplanet	1	7	sun	30 144 255	100 100 100	51113	sphere	87214560000000000000000000	0.9093146141	2875271398	30663.65	6.480	0.047	-0.72	1781	1013000	0	0	0	151950	840790	0	0.002371452	0.904892198	0	0.862555834	0.167645753	ok	Would benefit a lot from shading	NA
cordelia	moon	2	1	uranus	50 50 50	50 50 50	42	sphere	50000000000000000	0.0007720836	49751	0.335034	0.085	0.037517772	0.335034	1986	0	0	0	0	0	0	0	0.002272861	0.044973454	0	0.451625513	0.175521228	NA	NA	NA
ophelia	moon	2	2	uranus	50 50 50	50 50 50	46	sphere	51000000000000000	0.0006565191	53764	0.3764	0.104	0.001310512	0.3764	1986	0	0	0	0	0	0	0	0.00247816	0.318431937	0	0.6292498	0.385150165	NA	NA	NA
bianca	moon	2	3	uranus	50 50 50	50 50 50	54	sphere	92000000000000000	0.0008593957	59165	0.434579	0.193	0.013203285	0.434579	1986	0	0	0	0	0	0	0	0.001744346	0.072014634	0	0.395683469	0.738541916	NA	NA	NA
cressida	moon	2	4	uranus	50 50 50	50 50 50	82	sphere	340000000000000000	0.0013773493	61766	0.46357	0.006	0.098498912	0.46357	1986	0	0	0	0	0	0	0	0.002673604	0.487570013	0	0.747298831	0.497946955	NA	NA	NA
desdemona	moon	2	5	uranus	50 50 50	50 50 50	68	sphere	230000000000000000	0.0013548864	62658	0.47365	0.111	0.074366817	0.47365	1986	0	0	0	0	0	0	0	0.002765857	0.999232619	0	0.764539367	0.259935363	NA	NA	NA
juliet	moon	2	6	uranus	50 50 50	50 50 50	106	sphere	820000000000000000	0.0019879022	64360	0.493065	0.065	0.077187703	0.493065	1986	0	0	0	0	0	0	0	0.001988733	0.310221528	0	0.488265347	0.366370223	NA	NA	NA
portia	moon	2	7	uranus	50 50 50	50 50 50	140	sphere	1700000000000000000	0.0023625757	66097	0.513196	0.059	0.098840432	0.513196	1986	0	0	0	0	0	0	0	0.002909291	0.169267246	0	0.673364861	0.291312328	NA	NA	NA
rosalind	moon	2	8	uranus	50 50 50	50 50 50	72	sphere	250000000000000000	0.0013136144	69927	0.55846	0.279	0.045916253	0.55846	1986	0	0	0	0	0	0	0	0.003467766	0.894909612	0	0.491271801	0.357598409	NA	NA	NA
cupid	moon	2	9	uranus	50 50 50	50 50 50	18	sphere	3800000000000000	0.0003194710	74800	0.618	0.100	0.035219434	0.618	2003	0	0	0	0	0	0	0	0.002677963	0.403336957	0	0.66010243	0.177947383	NA	NA	NA
belinda	moon	2	10	uranus	50 50 50	50 50 50	90	sphere	490000000000000000	0.0016477979	75255	0.623527	0.031	0.058194671	0.623527	1986	0	0	0	0	0	0	0	0.00277551	0.482241522	0	0.624808896	0.339929612	NA	NA	NA
perdita	moon	2	11	uranus	50 50 50	50 50 50	30	sphere	18000000000000000	0.0005447822	76420	0.638	0.000	0.017979365	0.638	1986	0	0	0	0	0	0	0	0.003266131	0.917648056	0	0.199648325	0.85137129	NA	NA	NA
puck	moon	2	12	uranus	50 50 50	50 50 50	162	sphere	2900000000000000000	0.0030099609	86004	0.761833	0.319	0.021184229	0.761833	1985	0	0	0	0	0	0	0	0.002959693	0.284344592	0	0.733640891	0.411698191	NA	NA	NA
mab	moon	2	13	uranus	50 50 50	50 50 50	25	sphere	10000000000000000	0.0004358257	97734	0.923	0.134	0.059277999	0.923	2003	0	0	0	0	0	0	0	0.003927711	0.073450007	0	0.641752209	0.620408735	NA	NA	NA
miranda	moon	2	14	uranus	120 120 120	50 50 50	471	sphere	66000000000000000000	0.0081039174	129390	1.413479	4.232	0.082910335	1.413479	1948	0	0	0	0	0	0	0	0.003604557	0.591424193	0	0.6176013	0.857461395	NA	Looks ok	NA
ariel	moon	2	15	uranus	140 140 140	50 50 50	1157	sphere	1350000000000000000000	0.0274700806	191020	2.520379	0.260	0.027042772	2.520379	1851	0	0	0	0	0	0	0	0.005921691	0.914379526	0	0.614626316	0.209502242	NA	Looks ok	NA
umbriel	moon	2	16	uranus	140 140 140	50 50 50	1169	sphere	1170000000000000000000	0.0233211371	266300	4.144177	0.205	0.0209118	4.144177	1851	0	0	0	0	0	0	0	0.004637451	0.368587845	0	0.974147697	0.904906858	NA	Looks nice	NA
titania	moon	2	17	uranus	140 140 140	50 50 50	1577	sphere	3350000000000000000000	0.0366922466	435910	8.705872	0.340	0.071511417	8.705872	1787	0	0	0	0	0	0	0	0.006004997	0.77846939	0	0.57064319	0.830862976	NA	Looks ok	NA
oberon	moon	2	18	uranus	50 50 50	50 50 50	1522	sphere	3000000000000000000000	0.0352764466	583520	13.463239	0.058	0.054215183	13.463239	1787	0	0	0	0	0	0	0	0.021290001	0.283641455	0	0.105732755	0.575686438	NA	Had the picture, but decided to remove it because it would take too much work to finish	NA
francisco	moon	2	19	uranus	50 50 50	50 50 50	22	sphere	7200000000000000	0.0004052099	4276000	-266.56	147.459	0.009613889	-266.56	2001	0	0	0	0	0	0	0	0.022339869	0.49000367	0	0.787735794	0.897235245	NA	NA	NA
caliban	moon	2	20	uranus	50 50 50	50 50 50	72	sphere	250000000000000000	0.0013136144	7231000	-579.73	139.885	0.066384233	-579.73	1997	0	0	0	0	0	0	0	0.020342649	0.774737538	0	0.496301149	0.990999785	NA	NA	NA
stephano	moon	2	21	uranus	50 50 50	50 50 50	32	sphere	22000000000000000	0.0005852152	8004000	-677.37	141.873	0.082953344	-677.37	1999	0	0	0	0	0	0	0	0.029291322	0.379127518	0	0.262357893	0.227569721	NA	NA	NA
trinculo	moon	2	22	uranus	50 50 50	50 50 50	18	sphere	3900000000000000	0.0003278782	8504000	-749.24	166.252	0.086584867	-749.24	2001	0	0	0	0	0	0	0	0.043455924	0.594857881	0	0.36694324	0.30661165	NA	NA	NA
sycorax	moon	2	23	uranus	50 50 50	50 50 50	150	sphere	23000000000000000	0.0000278444	12179000	-1288.28	152.456	0.013921178	-1288.28	1997	0	0	0	0	0	0	0	0.037455167	0.765397165	0	0.507048916	0.384801234	NA	NA	NA
margaret	moon	2	24	uranus	50 50 50	50 50 50	20	sphere	5400000000000000	0.0003677280	14345000	1687.01	51.455	0.073433592	1687.01	2003	0	0	0	0	0	0	0	0.04924985	0.541585585	0	0.472710483	0.453745165	NA	NA	NA
prospero	moon	2	25	uranus	50 50 50	50 50 50	50	sphere	85000000000000000	0.0009261297	16256000	-1978.29	146.017	0.001021172	-1978.29	1999	0	0	0	0	0	0	0	0.051618078	0.588069844	0	0.399826259	0.188608173	NA	NA	NA
setebos	moon	2	26	uranus	50 50 50	50 50 50	48	sphere	75000000000000000	0.0008866897	17418000	-2225.21	145.883	0.008367225	-2225.21	1999	0	0	0	0	0	0	0	0.045448382	0.901267285	0	0.810776464	0.446666366	NA	NA	NA
ferdinand	moon	2	27	uranus	50 50 50	50 50 50	20	sphere	5400000000000000	0.0003677280	20901000	-2887.21	167.346	0.076502518	-2887.21	2001	0	0	0	0	0	0	0	0.486569549	0.494008815	0	0.039630518	0.321851145	NA	NA	NA
neptune	gasplanet	1	8	sun	30 144 255	100 100 100	49532	sphere	102745920000000000000000000	1.1407583748	4496912498	60152	6.430	0.0112	60152	1846	1013000	0	0	0	192470	810400	0	0.002744534	0.201017921	0	0.392357091	0.396794169	ok	Would benefit a lot from shading	NA
naiad	moon	2	1	neptune	50 50 50	50 50 50	67	iregular	190000000000000000	0.0011529139	48227	0.294	4.700	0.031333509	0.294	1989	0	0	0	0	0	0	0	0.002136568	0.835516592	0	0.546216541	0.894508044	NA	NA	NA
thalassa	moon	2	2	neptune	50 50 50	50 50 50	83	iregular	350000000000000000	0.0013839001	50075	0.311	0.200	0.073986744	0.311	1989	0	0	0	0	0	0	0	0.002757384	0.741059858	0	0.77169933	0.827858358	NA	NA	NA
despina	moon	2	3	neptune	50 50 50	50 50 50	152	iregular	2100000000000000000	0.0024758538	52526	0.335	0.100	0.044817281	0.335	1989	0	0	0	0	0	0	0	0.002306781	0.178680808	0	0.531104474	0.191819589	NA	NA	NA
galatea	moon	2	4	neptune	50 50 50	50 50 50	175	iregular	2120000000000000000	0.0018856134	61953	0.429	0.100	0.089402307	0.429	1989	0	0	0	0	0	0	0	0.003441554	0.890274117	0	0.168599566	0.45508274	NA	NA	NA
larissa	moon	2	5	neptune	50 50 50	50 50 50	195	iregular	4200000000000000000	0.0030086589	73548	0.555	0.200	0.027898397	0.555	1981	0	0	0	0	0	0	0	0.003094848	0.692976043	0	0.416613693	0.018466513	NA	NA	NA
proteus	moon	2	6	neptune	50 50 50	50 50 50	418	iregular	44000000000000000000	0.0068595085	117647	1.122	0.600	0.035437376	1.122	1989	0	0	0	0	0	0	0	0.0040142	0.804437367	0	0.99811367	0.192480865	NA	NA	NA
triton	moon	2	7	neptune	204 204 204	50 50 50	2707	sphere	21400000000000000000000	0.0795481611	354800	-5.877	156.800	0.097261472	-5.877	1846	0	0	0	0	0	0	0	0.029754179	0.937965086	0	0.889325471	0.619867569	NA	Looks ok	NA
nereid	moon	2	8	neptune	50 50 50	50 50 50	340	sphere	22000000000000000000	0.0051839133	5513400	360.14	27.600	0.095108107	360.14	1949	0	0	0	0	0	0	0	0.031701089	0.145612973	0	0.206476987	0.464595162	NA	NA	NA
halimede	moon	2	9	neptune	50 50 50	50 50 50	60	sphere	90000000000000000	0.0006809777	15728000	-1879.71	0.039	0.015527864	-1879.71	2002	0	0	0	0	0	0	0	0.038731844	0.732399401	0	0.624089972	0.201097089	NA	NA	NA
sao	moon	2	10	neptune	50 50 50	50 50 50	38	sphere	90000000000000000	0.0016977283	22422000	2914.07	0.069	0.018522999	2914.07	2002	0	0	0	0	0	0	0	0.045628167	0.76923826	0	0.999413672	0.360416297	NA	NA	NA
laomedeia	moon	2	11	neptune	50 50 50	50 50 50	38	sphere	90000000000000000	0.0016977283	23571000	3167.85	0.049	0.079495086	3167.85	2002	0	0	0	0	0	0	0	0.063682358	0.80866837	0	0.827932134	0.664658654	NA	NA	NA
psamathe	moon	2	12	neptune	50 50 50	50 50 50	28	sphere	15000000000000000	0.0005211564	46695000	-9115.91	0.072	0.085620495	-9115.91	2003	0	0	0	0	0	0	0	0.073040922	0.350075795	0	0.646873154	0.267235484	NA	NA	NA
neso	moon	2	13	neptune	50 50 50	50 50 50	60	sphere	90000000000000000	0.0006809777	48387000	-9373.99	0.082	0.047645627	-9373.99	2002	0	0	0	0	0	0	0	0.882724858	0.897344295	0	0.283772037	0.661858847	NA	NA	NA
pluto	dwarf planet	1	NA	sun	143 143 143	50 50 50	2390	sphere	13050000000000000000000	0.0622311165	5906376272	90613	17.140	0.2	6.38	1930	1013000	1013000	0	0	0	0	0	0.242266749	0.742648785	0	0.009600012	0.38617025	NA	Looks very nice	NA
ceres	dwarf planet	1	NA	sun	50 50 50	50 50 50	950	sphere	942000000000000000000	0.0284312906	414703838	1679	10.580	0.1	0.3781	1801	0	0	0	0	0	0	0	0.214292057	0.74737534	0	0.990408367	0.129135241	NA	NA	NA
vesta	main belt asteroid	1	NA	sun	50 50 50	50 50 50	531	iregular	25799779816513800000	0.0024924120	353200612	1325	7.100	0.1	0.222	1807	0	0	0	0	0	0	0	0.227397131	0.767761048	0	0.960527318	0.098262045	NA	NA	NA
pallas	main belt asteroid	1	NA	sun	50 50 50	50 50 50	531	iregular	25799779816513800000	0.0024924120	414834942	1686	34.841	0.2	0.3255	1802	0	0	0	0	0	0	0	0.167572571	0.677230554	0	0.090417522	0.994833763	NA	NA	NA
hygiea	main belt asteroid	1	NA	sun	50 50 50	50 50 50	407	iregular	19774972477064200000	0.0032517710	469288573	1638	26.416	0.09	0.27	1849	0	0	0	0	0	0	0	0.245212109	0.35023905	0	0.237286485	0.737007326	NA	NA	NA
davida	main belt asteroid	1	NA	sun	50 50 50	50 50 50	326	iregular	15839412844036700000	0.0040597264	474225303	1604	9.594	0.21	0.25	1903	0	0	0	0	0	0	0	0.219923314	0.882104291	0	0.346815425	0.229991778	NA	NA	NA
interamnia	main belt asteroid	1	NA	sun	50 50 50	50 50 50	317	iregular	15402128440367000000	0.0041749867	458816721	1404	29.445	0.10	0.28	1910	0	0	0	0	0	0	0	0.253419436	0.694880593	0	0.509981878	0.077278517	NA	NA	NA
sylvia	main belt asteroid	1	NA	sun	50 50 50	50 50 50	286	iregular	13895926605504600000	0.0046275203	522096627	1335	26.606	0.21	0.31	1866	0	0	0	0	0	0	0	0.167978576	0.026704382	0	0.193284461	0.086275862	NA	NA	NA
euphrosyne	main belt asteroid	1	NA	sun	50 50 50	50 50 50	256	iregular	12438311926605500000	0.0051698078	470934150	1443	22.247	0.15	0.28	1854	0	0	0	0	0	0	0	0.199566899	0.938436215	0	0.794591188	0.855100726	NA	NA	NA
eunomia	main belt asteroid	1	NA	sun	50 50 50	50 50 50	255	iregular	12389724770642200000	0.0051900815	395836010	1430	26.803	0.13	0.28	1851	0	0	0	0	0	0	0	0.198547739	0.968176084	0	0.452794885	0.478799138	NA	NA	NA
cybele	main belt asteroid	1	NA	sun	50 50 50	50 50 50	237	iregular	11515155963302800000	0.0055842649	514167939	1612	28.873	0.15	0.31	1861	0	0	0	0	0	0	0	0.23355725	0.079761171	0	0.066137725	0.777825568	NA	NA	NA
juno	main belt asteroid	1	NA	sun	50 50 50	50 50 50	236	iregular	11466568807339500000	0.0056079271	399127164	1683	17.907	0.09	0.23	1804	0	0	0	0	0	0	0	0.168498771	0.485740498	0	0.510448246	0.669379317	NA	NA	NA
psyche	main belt asteroid	1	NA	sun	50 50 50	50 50 50	230	iregular	11175045871559600000	0.0057542208	436676234	1494	28.687	0.22	0.23	1852	0	0	0	0	0	0	0	0.239095222	0.510083157	0	0.62862645	0.344762657	NA	NA	NA
bamberga	main belt asteroid	1	NA	sun	50 50 50	50 50 50	229	iregular	11126458715596300000	0.0057793484	401221534	1484	23.350	0.11	0.29	1892	0	0	0	0	0	0	0	0.183957999	0.629041548	0	0.409702454	0.69312458	NA	NA	NA
camilla	main belt asteroid	1	NA	sun	50 50 50	50 50 50	215	iregular	10446238532110100000	0.0061556781	520451051	1360	12.597	0.11	0.29	1868	0	0	0	0	0	0	0	0.228996082	0.673534083	0	0.194037799	0.981768663	NA	NA	NA
eugenia	main belt asteroid	1	NA	sun	50 50 50	50 50 50	213	iregular	10349064220183500000	0.0062134779	406906254	1575	13.148	0.13	0.26	1857	0	0	0	0	0	0	0	0.251948896	0.94196368	0	0.803130624	0.978497094	NA	NA	NA
hermione	main belt asteroid	1	NA	sun	50 50 50	50 50 50	158	iregular	7676770642201840000	0.0083763974	514467135	1658	31.113	0.21	0.28	1872	0	0	0	0	0	0	0	0.17202139	0.514605781	0	0.692200817	0.831766552	NA	NA	NA
baptistina	main belt asteroid	1	NA	sun	50 50 50	50 50 50	25	iregular	1214678899082570000	0.0529388317	338683000	1244	6.250	0.1	0.33	1890	0	0	0	0	0	0	0	0	0.160950966	0	0.006377403	0.803738914	NA	NA	NA
